blind_id,replicate_index,status,failure_cause,spin_map,spin_mean,ci68_lower,ci68_upper,ci95_lower,ci95_upper,chi2_per_dof,runtime_s,noise_seed
blind_eabbf106a340,16,COMPLETED,,-0.5049267172485323,-0.5070904017828067,-0.5217525255784308,-0.4914621718732043,-0.5537732236829549,-0.4752666429799808,0.9485448236496435,1.2850838000013027,2162463131
blind_eabbf106a340,17,COMPLETED,,-0.5189071155791269,-0.5216873505876903,-0.5367452685498211,-0.5080827028304312,-0.561335090429951,-0.49834306677670626,1.5245716470552566,1.2487183999983245,1448855322
blind_eabbf106a340,18,COMPLETED,,-0.5171194892635196,-0.526046121480471,-0.5426689810719993,-0.5102223552784628,-0.5826471838382148,-0.49998942338823416,1.0067513431565798,1.2788093999988632,2809036233
blind_eabbf106a340,19,COMPLETED,,-0.5165080031714817,-0.512939349203169,-0.5214822989611839,-0.5036533748760355,-0.5363666183236031,-0.4934278782399583,0.7882345052068135,1.2920184999966295,729869449
blind_eabbf106a340,20,COMPLETED,,-0.5035539132684167,-0.5001526121138289,-0.5106420633213634,-0.48803104879506315,-0.5370909326510058,-0.47404197423955113,0.8495847335954596,1.2620184000043082,2932119979
blind_eabbf106a340,21,COMPLETED,,-0.5326055259202328,-0.5629936761870398,-0.5962317934308003,-0.523138633650276,-0.6196965290774538,-0.5088466537960133,0.7785099486489984,1.2649338000046555,1396316007
blind_eabbf106a340,22,COMPLETED,,-0.5180366946009236,-0.5152962050148646,-0.523285080994223,-0.5069289454707289,-0.5401607992115046,-0.4967354899707001,0.551989502148946,1.2521450000058394,2509310090
blind_eabbf106a340,23,COMPLETED,,-0.5101161128693319,-0.5074820680491074,-0.5159853262317546,-0.4979098073501773,-0.5307278333854625,-0.4862801786103777,1.213527668134499,1.263847000001988,655871916
blind_eabbf106a340,24,COMPLETED,,-0.5118647680817521,-0.5143084839878851,-0.5217713828628757,-0.505983575770678,-0.5403681153615117,-0.49958304497067213,1.3550409536697823,1.2798511000000872,967608921
blind_eabbf106a340,25,COMPLETED,,-0.5155747735060484,-0.4992390742902711,-0.5218009648539713,-0.4999898266718399,-0.5419428454372092,-0.26071305499112546,1.1974542519451095,1.2988961000010022,3902931502
blind_eabbf106a340,26,COMPLETED,,-0.5088487562009407,-0.5161801771062812,-0.523891891672305,-0.5022590120947952,-0.5929501470901858,-0.49498178794403774,1.1617399290968584,1.2626585000034538,3639453989
blind_eabbf106a340,27,COMPLETED,,-0.5192438733408649,-0.5187220346897579,-0.5264650313353929,-0.5107099581381331,-0.5433705649208769,-0.501773591021429,1.1534741161937523,1.2843955999996979,1735958663
blind_eabbf106a340,28,COMPLETED,,-0.5150191452546367,-0.5386016294296675,-0.5823075934219246,-0.5108326359339082,-0.6043809729421303,-0.4999786045302656,1.3971764171475096,1.26443940000172,912838835
blind_eabbf106a340,29,COMPLETED,,-0.5215616245424793,-0.5266653824714667,-0.547523718990457,-0.5086429431192512,-0.5815060494859048,-0.4990171306692116,0.8616862523419783,1.2576604000059888,627846185
blind_eabbf106a340,30,COMPLETED,,-0.5083332246630965,-0.5011271674992415,-0.5091744233478601,-0.4929535235028691,-0.5191229295457129,-0.4795464253373443,1.182452788331583,1.2806741000022157,3924393144
blind_eabbf106a340,31,COMPLETED,,-0.5007317066172149,-0.5019286579871892,-0.5143366708557621,-0.48767890263182684,-0.5387397694723782,-0.4717647290431855,0.6439755674198856,1.2671408000023803,1225107763
blind_eabbf106a340,32,COMPLETED,,-0.5160000088922436,-0.5204701128074091,-0.5361926177463872,-0.5050629320647771,-0.5751476544424656,-0.49446717338417145,0.7379105869654744,1.2763257000042358,1893954476
blind_eabbf106a340,33,COMPLETED,,-0.5013865867689943,-0.5022789981397012,-0.514592994070418,-0.4879995842073935,-0.5440141847987474,-0.4727363342613234,1.0092277359648152,1.2787202000035904,993590539
blind_eabbf106a340,34,COMPLETED,,-0.515324943339044,-0.5200694298923497,-0.5383706007893684,-0.5052716139786415,-0.5675714746749371,-0.49343643160297684,1.180708243295548,1.2831084999997984,3253865657
blind_eabbf106a340,35,COMPLETED,,-0.5129791781471474,-0.5179945480537601,-0.5221394528769129,-0.5064649464114064,-0.5948121572639208,-0.4988299507425551,1.2035673722617561,1.2627108999949996,3094690419
blind_eabbf106a340,36,COMPLETED,,-0.5013038319546875,-0.4974644426022437,-0.5090575882760209,-0.48587411423172794,-0.5207257226849261,-0.46924810596899097,1.0788697799198599,1.2525717000025907,2908731794
