condition_id,replicate_index,status,failure_cause,spin_true,spin_map,spin_mean,bias,ci68_lower,ci68_upper,ci95_lower,ci95_upper,chi2_per_dof,runtime_s,noise_seed
ap0p500-i40p0-l0p180-fc1p70-de0p020,10,COMPLETED,,0.5,0.6886199999999998,0.6911075815050639,0.1911075815050639,0.6640434194878381,0.7131829058618698,0.6400554183136229,0.7371709369709061,1.159749223124785,0.010718500008806586,2663475793
ap0p500-i40p0-l0p180-fc1p70-de0p020,11,COMPLETED,,0.5,0.6237499999999998,0.6217116227767195,0.12171162277671954,0.5946143709435066,0.643755761873893,0.5706296038311147,0.6677305232892577,1.1748674824790315,0.01059919991530478,262602369
ap0p500-i40p0-l0p180-fc1p70-de0p020,12,COMPLETED,,0.5,0.6736499999999999,0.6717925048862253,0.17179250488622533,0.6446842330434618,0.6938554739206084,0.6207031154674539,0.7177901672958803,1.307502347132536,0.01070320000872016,506484691
ap0p500-i40p0-l0p180-fc1p70-de0p020,13,COMPLETED,,0.5,0.68363,0.6818957528248735,0.18189575282487347,0.6547805964410301,0.7039705709189856,0.6308027553899028,0.7278777263846267,1.1553733572259761,0.01073280000127852,1748803453
ap0p500-i40p0-l0p180-fc1p70-de0p020,14,COMPLETED,,0.5,0.6586799999999999,0.6573155459646485,0.15731554596464847,0.6301828592823019,0.6794212634508559,0.6062187902432564,0.7032446817965758,0.9965852742388593,0.010679100058041513,50489814
ap0p500-i40p0-l0p180-fc1p70-de0p020,15,COMPLETED,,0.5,0.63872,0.6373080493175062,0.13730804931750618,0.6101773467227591,0.6594101821228894,0.5862111722408309,0.6832444470656582,0.9882433131895941,0.010724600055254996,2383551573
ap0p500-i40p0-l0p180-fc1p70-de0p020,16,COMPLETED,,0.5,0.6536899999999999,0.6532338924958752,0.15323389249587516,0.6260792798431901,0.6753874167937362,0.6021755366587341,0.699189242576852,0.4336635011851097,0.010792199987918139,2167273921
ap0p500-i40p0-l0p180-fc1p70-de0p020,17,COMPLETED,,0.5,0.63872,0.6398878600052769,0.13988786000527687,0.6127784833386704,0.6620379000178835,0.5890002384948856,0.6859921762499522,0.5853164250588705,0.010665000067092478,2153574498
ap0p500-i40p0-l0p180-fc1p70-de0p020,18,COMPLETED,,0.5,0.7135699999999998,0.7142097627380415,0.2142097627380415,0.6870728174906173,0.7363724777377894,0.6632969372246712,0.7602915870504641,1.0446081247981969,0.010621899971738458,3227147581
ap0p500-i40p0-l0p180-fc1p70-de0p020,19,COMPLETED,,0.5,0.7185599999999999,0.720700543483096,0.22070054348309598,0.6936654640945746,0.7428010979009718,0.669680602258686,0.7667873262095758,0.8260985079914202,0.010767700034193695,3926121824
