config_version,model_backend,fit_method,fitted_parameters,conditions,base_replicates,completed_base_replicates,condition_summaries,completed_condition_summaries,emulator_spin_nodes,emulator_f_col_nodes,energy_bin_count,ray_screen_size,limb_darkening,config_file
phase12_joint_emulator_v5,ray_traced_transfer,joint_marginalized_emcee,spin;f_col,48,1440,1440,48,48,9,5,24,24x24,electron_scattering,configs/production/phase12_joint_v5.yaml
