groups,completed_groups,failed_groups,groups_with_68_width_reduction,mean_single_epoch_width_68,mean_joint_width_68,mean_width_68_reduction_fraction,mean_single_epoch_abs_bias,mean_joint_abs_bias,groups_with_lower_joint_abs_bias,mean_joint_abs_bias_minus_single_epoch_abs_bias,mean_single_epoch_coverage_68,mean_joint_coverage_68,source_file
24,24,0,15,0.019920038554634836,0.01831439172872379,0.06781372270183451,0.5571541204747471,0.5597951465919504,3,0.0026410261172033975,0.016458333333333335,0.005,data/processed/multi_epoch/phase13p5_multi_epoch_summary.csv
