a_star,radius_rg,zero_torque_flux,stressed_flux_delta_eta_0p02
0.0,12.314739064431134,1.131211578790558e-06,1.6316948202947292e-06
0.0,12.421886335050631,1.1185118376389883e-06,1.6027026344373123e-06
0.0,12.529965865585758,1.1057017451582126e-06,1.5741452305773561e-06
0.0,12.638985767382193,1.0927948906811378e-06,1.5460172919562558e-06
0.0,12.748954222360272,1.079804307436914e-06,1.5183136323433603e-06
0.0,12.859879483629047,1.0667424866464512e-06,1.4910291837140054e-06
0.0,12.97176987610568,1.053621391648356e-06,1.4641589850474687e-06
0.0,13.084633797140222,1.040452472017948e-06,1.4376981721588373e-06
0.0,13.198479717145835,1.0272466776453293e-06,1.4116419684844736e-06
0.0,13.31331618023449,1.0140144727424425e-06,1.3859856767469595e-06
0.0,13.429151804858213,1.0007658497517486e-06,1.360724671430229e-06
0.0,13.54599528445588,9.875103431325151e-07,1.3358543920009698e-06
0.0,13.663855388105677,9.742570430031978e-07,1.3113703368167736e-06
0.0,13.782740961183206,9.610146086206789e-07,1.2872680576656048e-06
0.0,13.902660926025309,9.477912816798797e-07,1.2635431548856296e-06
0.0,14.023624282599755,9.345948994188981e-07,1.2401912730176894e-06
0.0,14.145640109180583,9.214329075168755e-07,1.217208096946337e-06
0.0,14.268717563029542,9.083123727736016e-07,1.1945893484885592e-06
0.0,14.392865881083218,8.952399955614206e-07,1.1723307833923327e-06
0.0,14.518094380646387,8.822221220414625e-07,1.150428188709852e-06
0.0,14.644412460091157,8.692647561373927e-07,1.1288773805127732e-06
0.0,14.771829599562436,8.563735712615931e-07,1.1076742019196507e-06
0.0,14.90035536168929,8.435539217888805e-07,1.0868145214071357e-06
0.0,15.029999392302734,8.308108542751645e-07,1.0662942313798075e-06
0.0,15.160771421159543,8.181491184179383e-07,1.0461092469740874e-06
0.0,15.292681262672573,8.055731777574545e-07,1.0262555050745485e-06
0.0,15.425738816647216,7.930872201176209e-07,1.0067289635220994e-06
0.0,15.559954069024506,7.806951677865315e-07,9.875256004952265e-07
0.0,15.695337092630426,7.684006874369992e-07,9.6864141404681e-07
0.0,15.831898047932008,7.562071997882521e-07,9.500724217805759e-07
0.0,15.969647183799738,7.441178890101696e-07,9.318146606522607e-07
0.0,16.10859483827687,7.321357118721497e-07,9.138641868819543e-07
0.0,16.24875143935515,7.202634066388959e-07,8.962170759650162e-07
0.0,16.390127505757583,7.085035017159577e-07,8.788694227701135e-07
0.0,16.532733647727714,6.968583240477684e-07,8.618173417135017e-07
0.0,16.676580567826065,6.853300072718818e-07,8.450569670001815e-07
0.0,16.821679061733224,6.739204996326937e-07,8.285844529227527e-07
0.0,16.968040019060194,6.626315716583748e-07,8.123959742097247e-07
0.0,17.11567442416552,6.514648236052175e-07,7.964877264160742e-07
0.0,17.2645933569798,6.404216926731567e-07,7.80855926348846e-07
0.0,17.414807993837087,6.295034599969633e-07,7.654968125218388e-07
0.0,17.566329608313826,6.18711257417311e-07,7.504066456335267e-07
0.0,17.719169572074776,6.080460740361346e-07,7.355817090630449e-07
0.0,17.873339355726596,5.975087625608522e-07,7.210183093795967e-07
0.0,18.02885052967858,5.871000454419496e-07,7.067127768609815e-07
0.0,18.185714765011145,5.768205208084879e-07,6.926614660173429e-07
0.0,18.343943834351606,5.666706682061887e-07,6.788607561167215e-07
0.0,18.503549612757844,5.566508541427443e-07,6.653070517092841e-07
0.0,18.6645440786094,5.467613374449389e-07,6.519967831474022e-07
0.0,18.82693931450657,5.370022744321298e-07,6.389264070989899e-07
0.0,18.990747508177087,5.273737239109403e-07,6.260924070521338e-07
0.0,19.15598095339092,5.178756519952937e-07,6.134912938085847e-07
0.0,19.322652050882795,5.085079367568622e-07,6.01119605964914e-07
0.0,19.49077330928301,4.992703727099445e-07,5.889739103793134e-07
0.0,19.660357346056053,4.901626751355438e-07,5.770508026230431e-07
0.0,19.83141688844769,4.81184484248876e-07,5.653469074152011e-07
0.0,20.003964774439996,4.723353692147319e-07,5.5385887903993e-07
0.0,20.17801395371499,4.6361483201487725e-07,5.425834017451309e-07
0.0,20.353577488626353,4.550223111718367e-07,5.315171901221386e-07
0.0,20.530668555179915,4.4655718533307496e-07,5.206569894656618e-07
0.0,20.70930044402234,4.38218776719738e-07,5.099995761136449e-07
0.0,20.88948656143877,4.300063544438933e-07,4.995417577666475e-07
0.0,21.071240430358777,4.219191376983069e-07,4.89280373786627e-07
0.0,21.25457569137144,4.139562988224085e-07,4.792122954747695e-07
0.0,21.43950610374888,4.061169662484325e-07,4.693344263285281e-07
0.0,21.626045546479087,3.9840022733131683e-07,4.5964370227775474e-07
0.0,21.81420801930734,3.9080513106598425e-07,4.501370919000176e-07
0.0,22.00400764378707,3.8333069069552903e-07,4.408115966152155e-07
0.0,22.1954586643395,3.7597588621385826e-07,4.3166425085977714e-07
0.0,22.388575449322868,3.6873966676603384e-07,4.226921222405427e-07
0.0,22.58337249211058,3.616209529496913e-07,4.1389231166869125e-07
0.0,22.77986441217913,3.546186390207539e-07,4.0526195347402363e-07
0.0,22.97806595620509,3.477315950065551e-07,3.9679821549993075e-07
0.0,23.177991999172047,3.4095866872939716e-07,3.884982991793879e-07
0.0,23.379657545486765,3.342986877436323e-07,3.803594395924877e-07
0.0,23.583077730105458,3.277504611890734e-07,3.723789055058352e-07
0.0,23.788267819669475,3.213127815635617e-07,3.6455399939425304e-07
0.0,23.995243213651246,3.149844264175397e-07,3.5688205744534737e-07
0.0,24.20401944550983,3.0876415997320424e-07,3.4936044954730895e-07
0.0,24.414612183856867,3.0265073467088884e-07,3.419865792604725e-07
0.0,24.627037233632333,2.96642892645223e-07,3.347578837731461e-07
0.0,24.84131053729088,2.9073936713351076e-07,3.2767183384218495e-07
0.0,25.05744817599812,2.849388838186977e-07,3.20725933718794e-07
0.0,25.27546637083771,2.7924016210930564e-07,3.1391772106011725e-07
0.0,25.495381484028545,2.736419163585679e-07,3.072447668271004e-07
0.0,25.717210020152944,2.6814285702491484e-07,3.0070467516908986e-07
0.0,25.940968627395097,2.6274169177601133e-07,2.9429508329575303e-07
0.0,26.166674098790725,2.5743712653833286e-07,2.880136613367424e-07
0.0,26.39434337348718,2.522278664943471e-07,2.8185811218967274e-07
0.0,26.62399353801495,2.471126170292096e-07,2.758261713568712e-07
0.0,26.855641827569762,2.420900846288372e-07,2.699156067713742e-07
0.0,27.089305627306313,2.371589777312276e-07,2.641242186126969e-07
0.0,27.325002473642794,2.3231800753273476e-07,2.584498391127974e-07
0.0,27.56275005557723,2.275658887510705e-07,2.528903323527584e-07
0.0,27.802566216014792,2.2290134034666415e-07,2.47443594050626e-07
0.0,28.044468953107145,2.1832308620396737e-07,2.4210755134083515e-07
0.0,28.288476421602972,2.1382985577427232e-07,2.3688016254568223e-07
0.0,28.53460693421071,2.094203846815683e-07,2.317594169392969e-07
0.0,28.78287896297269,2.050934152928555e-07,2.267433345045038e-07
0.0,29.033311140651684,2.0084769725434196e-07,2.2182996568300383e-07
0.0,29.285922262129066,1.9668198799490268e-07,2.170173911192988e-07
0.0,29.5407312858156,1.9259505319806245e-07,2.1230372139869723e-07
0.0,29.797757335074014,1.8858566724385425e-07,2.0768709677986557e-07
0.0,30.05701969965445,1.8465261362170003e-07,2.0316568692221269e-07
0.0,30.318537837141925,1.8079468531557805e-07,1.9873769060854863e-07
0.0,30.582331374416842,1.770106851625657e-07,1.944013354633082e-07
0.0,30.848420109127762,1.7329942618590598e-07,1.9015487766672195e-07
0.0,31.116824011177435,1.696597319036615e-07,1.8599660166525727e-07
0.0,31.38756322422131,1.6609043661396015e-07,1.8192481987862186e-07
0.0,31.660658067179543,1.6259038565789724e-07,1.779378724037054e-07
0.0,31.93612903576171,1.591584356609923e-07,1.7403412671569593e-07
0.0,32.21399680400516,1.5579345475414568e-07,1.702119773666753e-07
0.0,32.49428222582655,1.5249432277505147e-07,1.664698456820348e-07
0.0,32.777006336586894,1.492599314508436e-07,1.6280617945489245e-07
0.0,33.062190354670314,1.4608918456286722e-07,1.5921945263883084e-07
0.0,33.34985568307643,1.429809980943762e-07,1.557081650392031e-07
0.0,33.64002391102669,1.3993430036191335e-07,1.5227084200322993e-07
0.0,33.9327168155846,1.369480321311466e-07,1.4890603410914646e-07
0.0,34.227956363290126,1.3402114671785238e-07,1.4561231685459312e-07
0.0,34.52576471180824,1.3115261007477027e-07,1.4238829034449612e-07
0.0,34.826164211591895,1.2834140086499372e-07,1.3923257897863973e-07
0.0,35.12917740755935,1.2558651052250336e-07,1.361438311390909e-07
0.0,35.434827040786224,1.2288694330054175e-07,1.3312071887774522e-07
0.0,35.74313605021221,1.202417163083467e-07,1.301619376040951e-07
0.0,36.05412757436259,1.1764985953684933e-07,1.2726620577342687e-07
0.0,36.3678249530848,1.1511041587392472e-07,1.2443226457564697e-07
0.0,36.684251729300115,1.1262244110966263e-07,1.216588776248316e-07
0.0,37.00343165077047,1.1018500393223127e-07,1.1894483064971301e-07
0.0,37.3253886718808,1.0779718591478005e-07,1.1628893118519997e-07
0.0,37.65014695543674,1.0545808149388716e-07,1.1369000826510311e-07
0.0,37.9777308744781,1.0316679793998685e-07,1.1114691211617575e-07
0.0,38.30816501410801,1.0092245532022949e-07,1.0865851385361037e-07
0.0,38.64147417333806,9.872418645417761e-08,1.0622370517809228e-07
0.0,38.97768336694944,9.657113686276307e-08,1.0384139807454352e-07
0.0,39.316817827370315,9.446246471086293e-08,1.0151052451263365e-07
0.0,39.65890300656947,9.239734074390727e-08,9.923003614919835e-08
0.0,40.00396457796652,9.037494821882691e-08,9.699890403261143e-08
0.0,40.352028438358694,8.839448282973133e-08,9.481611830924731e-08
0.0,40.70312070986435,8.645515262860538e-08,9.268068793207745e-08
0.0,41.05726774188344,8.455617794137332e-08,9.05916403715129e-08
0.0,41.41449611307508,8.269679127960813e-08,8.854802132854297e-08
0.0,41.774832633352204,8.087623724818099e-08,8.654889445024386e-08
0.0,42.138304345893665,7.909377244914193e-08,8.459334104773564e-08
0.0,42.50493852917384,7.734866538208185e-08,8.268045981663184e-08
0.0,42.87476269900987,7.564019634123292e-08,8.08093665600402e-08
0.0,43.24780461062667,7.396765730955427e-08,7.897919391416901e-08
0.0,43.624092260740035,7.233035185004247e-08,7.718909107659365e-08
0.0,44.0036538896577,7.07275949944732e-08,7.54382235372101e-08
0.0,44.386517983398825,6.915871312979931e-08,7.37257728119278e-08
0.0,44.772713275831855,6.762304388241065e-08,7.205093617913987e-08
0.0,45.16226875083098,6.611993600043877e-08,7.041292641899212e-08
0.0,45.55521364445137,6.464874923430284e-08,6.881097155549127e-08
0.0,45.95157744712335,6.32088542156696e-08,6.724431460147405e-08
0.0,46.351389905865624,6.179963233499973e-08,6.571221330646396e-08
0.0,46.75468102651781,6.042047561783757e-08,6.421393990743169e-08
0.0,47.16148107599235,5.9070786600002814e-08,6.274878088248149e-08
0.0,47.571820584546046,5.774997820182617e-08,6.131603670747417e-08
0.0,47.98573034807135,5.645747360157525e-08,5.991502161560557e-08
0.0,48.4032414304076,5.51927061081925e-08,5.8545063359939546e-08
0.0,48.824385165672304,5.3955119033490065e-08,5.720550297892139e-08
0.0,49.24919316061284,5.274416556390127e-08,5.5895694564856754e-08
0.0,49.67769729697847,5.155930863191724e-08,5.461500503537334e-08
0.0,50.10992973391308,5.040002078731128e-08,5.33628139078609e-08
0.0,50.54592291036871,4.9265784068258656e-08,5.213851307689324e-08
0.0,50.98570954754012,4.815608987243965e-08,5.094150659462007e-08
0.0,51.42932265132047,4.707043882823555e-08,4.977121045414112e-08
0.0,51.87679551477842,4.6008340666084965e-08,4.862705237583651e-08
0.0,52.32816172065678,4.4969314090100666e-08,4.750847159666266e-08
0.0,52.78345514389287,4.395288665001608e-08,4.641491866239548e-08
0.0,53.24270995416084,4.2958594613537275e-08,4.5345855222811856e-08
0.0,53.70596061843607,4.198598283917452e-08,4.4300753829801615e-08
0.0,54.17324190358197,4.1034604649611474e-08,4.3279097738388916e-08
0.0,54.64458887895913,4.010402170568291e-08,4.228038071065717e-08
0.0,55.12003691905737,3.919380388101171e-08,4.130410682255451e-08
0.0,55.59962170615052,3.830352913736988e-08,4.034979027357259e-08
0.0,56.08337923297441,3.743278340079859e-08,3.9416955199264677e-08
0.0,56.571345805428045,3.65811604385569e-08,3.8505135486605684e-08
0.0,57.063558045298464,3.574826173692319e-08,3.7613874592153303e-08
0.0,57.56005289300911,3.4933696379913245e-08,3.674272536301166e-08
0.0,58.06086761039222,3.413708092892734e-08,3.58912498605491e-08
0.0,58.56603978348535,3.3358039303391044e-08,3.5059019186876385e-08
0.0,59.075607325352166,3.259620266240494e-08,3.424561331404363e-08
0.0,59.589608478927815,3.1851209287441487e-08,3.345062091593957e-08
0.0,60.108081819889065,3.112270446611578e-08,3.267363920286664e-08
0.0,60.631066259549385,3.0410340377058955e-08,3.1914273758769535e-08
0.0,61.15860104777924,2.9713775975918842e-08,3.117213838109213e-08
0.0,61.6907257759518,2.903267688250884e-08,3.0446854923235606e-08
0.0,62.227480379914205,2.836671526912484e-08,2.9738053139591445e-08
0.0,62.76890514298483,2.7715569750051132e-08,2.9045370533124954e-08
0.0,63.31504069897646,2.7078925272270198e-08,2.836845220548105e-08
0.0,63.86592803524591,2.6456473007391316e-08,2.770695070958495e-08
0.0,64.42160849577006,2.584791024481597e-08,2.7060525904715227e-08
0.0,64.98212378424877,2.52529402861393e-08,2.6428844814008997e-08
0.0,65.54751596723469,2.467127234081479e-08,2.5811581484388382e-08
0.0,66.11782747729035,2.4102621423076912e-08,2.5208416848866105e-08
0.0,66.69310111617274,2.35467082501364e-08,2.461903859120923e-08
0.0,67.27338005804557,2.3003259141652434e-08,2.404314101293079e-08
0.0,67.85870785271945,2.2472005920486208e-08,2.348042490258045e-08
0.0,68.44912842892032,2.195268581473988e-08,2.2930597407305798e-08
0.0,69.04468609758628,2.1445041361082377e-08,2.239337190665454e-08
0.0,69.64542555519314,2.0948820309367376e-08,2.186846788859263e-08
0.0,70.25139188710885,2.046377552853822e-08,2.1355610827703805e-08
0.0,70.86263057097715,1.998966491382397e-08,2.0854532065546397e-08
0.0,71.47918748013069,1.9526251295223808e-08,2.03649686931372e-08
0.0,72.10110888703377,1.907330234727529e-08,1.9886663435531364e-08
0.0,72.72844146675513,1.863059050010779e-08,1.9419364538473926e-08
0.0,73.36123230047083,1.8197892851775035e-08,1.8962825657092052e-08
0.0,73.99952887899776,1.777499108186011e-08,1.851680574659729e-08
0.0,74.6433791063578,1.736167136635112e-08,1.8081068954972718e-08
0.0,75.2928313033729,1.6957724293781953e-08,1.765538451761687e-08
0.0,75.94793421129177,1.6562944782626957e-08,1.7239526653911492e-08
0.0,76.60873699544763,1.6177131999949193e-08,1.6833274465691575e-08
0.0,77.27528924894828,1.5800089281289306e-08,1.6436411837584326e-08
0.0,77.94764099639796,1.5431624051789244e-08,1.6048727339191488e-08
0.0,78.62584269765166,1.5071547748543168e-08,1.5670014129088187e-08
0.0,79.30994525160216,1.4719675744164853e-08,1.5300069860609062e-08
0.0,80.0,1.4371054702573297e-08,1.493392402040543e-08
0.5,4.233002529530826,0.0,2.0907146459337108e-05
0.5,4.274817346105954,1.776606930176019e-08,1.9959952987960887e-05
0.5,4.317045221466901,6.669513731518666e-08,1.909353431471524e-05
0.5,4.359690235927164,1.422628992998361e-07,1.8300454774616377e-05
0.5,4.402756510106754,2.3994620141257086e-07,1.757347814508457e-05
0.5,4.44624820533035,3.557643794942163e-07,1.6906093242585237e-05
0.5,4.490169524029394,4.862185081930335e-07,1.6292438875588163e-05
0.5,4.534524710148154,6.282376023252278e-07,1.5727237044199465e-05
0.5,4.5793180495538,7.791309269688251e-07,1.5205733409261642e-05
0.5,4.624553870450531,9.365456827910679e-07,1.4723644179239825e-05
0.5,4.6702365437977935,1.0984294276504e-06,1.4277108671274237e-05
0.5,4.716370483732624,1.2629966769306023e-06,1.3862646896002788e-05
0.5,4.762960147996181,1.4286991953136702e-06,1.3477121596336522e-05
0.5,4.810010038364468,1.5941995534271738e-06,1.3117704240157031e-05
0.5,4.857524701083327,1.7583475753978074e-06,1.2781844527454015e-05
0.5,4.905508727307727,1.9201593489743396e-06,1.2467243025052584e-05
0.5,4.953966753545382,2.0787985095407262e-06,1.2171826587907319e-05
0.5,5.002903462104766,2.2335595438637483e-06,1.1893726265911534e-05
0.5,5.052323581547541,2.383852889520265e-06,1.1631257430090822e-05
0.5,5.102231887145465,2.529191632237893e-06,1.1382901882608014e-05
0.5,5.152633201341798,2.6691796263714072e-06,1.1147291741784704e-05
0.5,5.203532394217288,2.803500883877034e-06,1.0923194916851865e-05
0.5,5.2549343839607365,2.9319100948064006e-06,1.0709502007799962e-05
0.5,5.30684413734423,3.0542241578578985e-06,1.0505214483887064e-05
0.5,5.359266670203062,3.170314613164868e-06,1.0309434010391376e-05
0.5,5.412207047920383,3.28010088151662e-06,1.0121352807344181e-05
0.5,5.4656703859166615,3.383544224800497e-06,9.940244936480776e-06
0.5,5.519661850143957,3.480642351806755e-06,9.76545842371276e-06
0.5,5.574186657585092,3.571424601802798e-06,9.596408134225984e-06
0.5,5.629250076757743,3.6559476455947848e-06,9.432569326001211e-06
0.5,5.684857428223522,3.734291650277489e-06,9.27347181527982e-06
0.5,5.741014085102078,3.8065568596121062e-06,9.118694694355602e-06
0.5,5.797725473590282,3.87286054707413e-06,8.96786154818581e-06
0.5,5.854997073486538,3.933334303143689e-06,8.820636121757009e-06
0.5,5.912834418720273,3.988121622438557e-06,8.676718394993675e-06
0.5,5.971243097886666,4.037375759877981e-06,8.535841026331643e-06
0.5,6.030228754786641,4.081257828263158e-06,8.397766129952479e-06
0.5,6.089797088972215,4.119935112506459e-06,8.262282355134275e-06
0.5,6.1499538562972145,4.153579578290826e-06,8.12920223928082e-06
0.5,6.210704869473452,4.182366555208094e-06,7.998359808964233e-06
0.5,6.272055998632373,4.206473576460036e-06,7.869608405812006e-06
0.5,6.334013171892275,4.226079359022931e-06,7.742818716305405e-06
0.5,6.396582375931112,4.241362909801293e-06,7.617876986563447e-06
0.5,6.459769656564962,4.25250274475758e-06,7.4946834049965435e-06
0.5,6.523581119332214,4.259676209309764e-06,7.373150637337314e-06
0.5,6.5880229300835245,4.263058889461333e-06,7.253202500019955e-06
0.5,6.653101315577596,4.2628241041811755e-06,7.134772759198604e-06
0.5,6.718822564082839,4.259142470496836e-06,7.0178040438851e-06
0.5,6.785193025984997,4.252181533612984e-06,6.902246862758008e-06
0.5,6.85221911440074,4.242105455131506e-06,6.788058715164626e-06
0.5,6.919907305797361,4.2290747531371246e-06,6.6752032877128e-06
0.5,6.988264140618548,4.213246088531873e-06,6.563649728641876e-06
0.5,7.057296223916381,4.194772092556399e-06,6.453371992875251e-06
0.5,7.127010225989543,4.173801230941238e-06,6.344348251308459e-06
0.5,7.197412883027844,4.150477700580817e-06,6.23656035847065e-06
0.5,7.268510997763114,4.124941355032294e-06,6.129993373230619e-06
0.5,7.340311440126529,4.097327655509298e-06,6.024635127700753e-06
0.5,7.412821147912418,4.067767644371072e-06,5.920475839928042e-06
0.5,7.486047127448637,4.036387938409372e-06,5.817507766360457e-06
0.5,7.559996454273566,4.003310739503521e-06,5.715724890434898e-06
0.5,7.634676273819791,3.968653860459842e-06,5.61512264396193e-06
0.5,7.71009380210453,3.932530764071397e-06,5.5156976582789815e-06
0.5,7.786256326426897,3.8950506136341665e-06,5.4174475424151096e-06
0.5,7.863171206072044,3.856318333334512e-06,5.320370685755038e-06
0.5,7.940845873022263,3.8164346770857146e-06,5.224466082914208e-06
0.5,8.019287832675095,3.7754963045396144e-06,5.12973317874146e-06
0.5,8.098504664568562,3.7335958631309276e-06,5.036171731550049e-06
0.5,8.178504023113545,3.690822075131796e-06,4.94378169284653e-06
0.5,8.259293638333395,3.647259828803482e-06,4.8525631019817084e-06
0.5,8.340881316610856,3.602990272829728e-06,4.762515994287587e-06
0.5,8.423274941442363,3.5580909133047144e-06,4.6736403213918845e-06
0.5,8.50648247419981,3.5126357126289397e-06,4.585935882518502e-06
0.5,8.5905119548998,3.466695189738315e-06,4.499402265688317e-06
0.5,8.67537150298053,3.420336521157566e-06,4.414038797832009e-06
0.5,8.761069318086356,3.373623642427456e-06,4.3298445029145875e-06
0.5,8.847613680860071,3.3266173495088146e-06,4.2468180672522415e-06
0.5,8.93501295374304,3.279375399814416e-06,4.164957811275793e-06
0.5,9.02327558178323,3.231952612563027e-06,4.0842616670622755e-06
0.5,9.112410093451219,3.184400968188943e-06,4.004727161017487e-06
0.5,9.202425101464279,3.1367697065755765e-06,3.9263514011485e-06
0.5,9.293329303618567,3.0891054239128564e-06,3.849131068415839e-06
0.5,9.385131483629582,3.0414521680076514e-06,3.773062411702655e-06
0.5,9.47784051198089,2.9938515319012594e-06,3.6981412459802676e-06
0.5,9.571465346781245,2.946342745670684e-06,3.6243629532879524e-06
0.5,9.66601503463017,2.898962766312502e-06,3.551722486182013e-06
0.5,9.76149871149211,2.851746365624798e-06,3.480214373339784e-06
0.5,9.857925603579188,2.8047262160203176e-06,3.409832727035072e-06
0.5,9.955305028242707,2.7579329742186606e-06,3.340571252228493e-06
0.5,10.053646394873445,2.7113953627782995e-06,3.272423257040691e-06
0.5,10.152959205810841,2.665140249440323e-06,3.2053816643983725e-06
0.5,10.253253057261198,2.6191927242681466e-06,3.139439024665594e-06
0.5,10.354537640224878,2.573576174574361e-06,3.0745875290892427e-06
0.5,10.456822741432758,2.5283123576354063e-06,3.010819023906099e-06
0.5,10.56011824429184,2.4834214712020507e-06,2.948125024974644e-06
0.5,10.664434129840265,2.4389222218189937e-06,2.886496732807988e-06
0.5,10.769780477711747,2.394831890974023e-06,2.8259250478988983e-06
0.5,10.876167467109509,2.3511663990999323e-06,2.766400586237676e-06
0.5,10.983605377789893,2.307940367458699e-06,2.7079136949365193e-06
0.5,11.092104591055609,2.2651671779390933e-06,2.6504544678819146e-06
0.5,11.201675590758867,2.2228590308040136e-06,2.5940127613475335e-06
0.5,11.312328964314398,2.181027000424394e-06,2.538578209506219e-06
0.5,11.424075403722446,2.139681089039842e-06,2.484140239788116e-06
0.5,11.53692570660191,2.098830278588454e-06,2.430688088039199e-06
0.5,11.650890777233677,2.0584825806480054e-06,2.378210813438809e-06
0.5,11.765981627614265,2.0186450845337533e-06,2.326697313142225e-06
0.5,11.882209378519851,1.9793240035976107e-06,2.276136336617891e-06
0.5,11.999585260580837,1.9405247197749452e-06,2.2265164996543236e-06
0.5,12.118120615367035,1.9022518264250739e-06,2.177826298015181e-06
0.5,12.237826896483531,1.8645091695119175e-06,2.130054120724845e-06
0.5,12.358715670677427,1.8272998871718632e-06,2.083188262970689e-06
0.5,12.480798618955474,1.7906264477146372e-06,2.037216938610076e-06
0.5,12.604087537712761,1.7544906861043007e-06,1.992128292274337e-06
0.5,12.728594339872584,1.7188938389652233e-06,1.947910411062484e-06
0.5,12.854331056037495,1.68383657815949e-06,1.9045513358216301e-06
0.5,12.981309835651825,1.6493190429799986e-06,1.8620390720113422e-06
0.5,13.109542948175587,1.6153408710036451e-06,1.8203616001516443e-06
0.5,13.239042784270062,1.5819012276484132e-06,1.7795068858559992e-06
0.5,13.369821856995042,1.5489988344768045e-06,1.7394628894513265e-06
0.5,13.501892803017919,1.516631996288071e-06,1.7002175751891066e-06
0.5,13.635268383834742,1.4847986270400557e-06,1.661758920051848e-06
0.5,13.769961487003254,1.4534962746412412e-06,1.624074922160771e-06
0.5,13.90598512738824,1.4227221446523263e-06,1.5871536087909501e-06
0.5,14.04335244841903,1.39247312293586e-06,1.5509830440009868e-06
0.5,14.182076723359545,1.3627457972914883e-06,1.5155513358848e-06
0.5,14.322171356590822,1.3335364781135081e-06,1.4808466434537166e-06
0.5,14.463649884906227,1.3048412181063293e-06,1.446857183157302e-06
0.5,14.606525978819462,1.276655831092607e-06,1.4135712350518253e-06
0.5,14.750813443885516,1.2489759099479315e-06,1.3809771486256102e-06
0.5,14.896526222034588,1.2217968436947097e-06,1.349063348290426e-06
0.5,15.043678392919308,1.1951138337872037e-06,1.3178183385485186e-06
0.5,15.192284175275143,1.1689219096186988e-06,1.2872307088449282e-06
0.5,15.34235792829432,1.1432159432807517e-06,1.2572891381147247e-06
0.5,15.493914153013304,1.117990663603658e-06,1.2279823990349178e-06
0.5,15.646967493713959,1.0932406695063114e-06,1.1992993619907425e-06
0.5,15.8015327393386,1.0689604426826685e-06,1.1712289987659065e-06
0.5,15.957624824918934,1.0451443596514277e-06,1.1437603859666032e-06
0.5,16.115258833019247,1.0217867031942702e-06,1.1168827081885987e-06
0.5,16.274449995193706,9.98881673207602e-07,1.0905852609370303e-06
0.5,16.435213693458152,9.764233969914549e-07,1.064857453307977e-06
0.5,16.597565461776412,9.544059389988129e-07,1.0396888104411223e-06
0.5,16.761520987561266,9.328233100677122e-07,1.0150689757525623e-06
0.5,16.92709611319029,9.116694761573178e-07,9.909877129562526e-07
0.5,17.094306837536596,8.909383666092153e-07,9.674349078832084e-07
0.5,17.263169317514794,8.706238819536594e-07,9.444005701066108e-07
0.5,17.433699869642126,8.507199012801303e-07,9.218748343811133e-07
0.5,17.605914971615082,8.312202891910152e-07,8.998479619045881e-07
0.5,17.77983126390159,8.12118902356226e-07,8.783103414100332e-07
0.5,17.955465551348894,7.934095956861973e-07,8.572524900954312e-07
0.5,18.132834804807356,7.750862281397736e-07,8.366650543988475e-07
0.5,18.311956162770297,7.571426681831922e-07,8.165388106261641e-07
0.5,18.492846933029977,7.395727989157232e-07,7.968646654385825e-07
0.5,18.675524594350037,7.22370522876465e-07,7.776336562063408e-07
0.5,18.860006798154345,7.055297665470701e-07,7.588369512357198e-07
0.5,19.046311370232623,6.890444845639004e-07,7.404658498754701e-07
0.5,19.23445631246287,6.729086636529479e-07,7.225117825089561e-07
0.5,19.424459804550807,6.571163263001872e-07,7.049663104379441e-07
0.5,19.616340205786543,6.416615341697665e-07,6.878211256639973e-07
0.5,19.810116056818497,6.265383912816218e-07,6.710680505728973e-07
0.5,20.005806081444987,6.117410469598525e-07,6.546990375275298e-07
0.5,20.203429188423367,5.972636985628562e-07,6.387061683745885e-07
0.5,20.403004473297145,5.831005940054399e-07,6.23081653869908e-07
0.5,20.604551220241095,5.692460340830536e-07,6.078178330274039e-07
0.5,20.808088903924617,5.556943746077197e-07,5.92907172396241e-07
0.5,21.013637191393514,5.424400283648366e-07,5.783422652706685e-07
0.5,21.2212159439703,5.294774668996958e-07,5.641158308368238e-07
0.5,21.430845219173374,5.16801222142301e-07,5.502207132607486e-07
0.5,21.642545272655042,5.044058878784487e-07,5.366498807214148e-07
0.5,21.856336560158784,4.92286121074981e-07,5.233964243926851e-07
0.5,22.072239739495796,4.804366430666519e-07,5.10453557377833e-07
0.5,22.290275672541078,4.688522406117341e-07,4.978146136000913e-07
0.5,22.510465427249216,4.5752776682327504e-07,4.854730466526332e-07
0.5,22.732830279690134,4.464581419825213e-07,4.734224286111507e-07
0.5,22.9573917161049,4.3563835424077013e-07,4.616564488120695e-07
0.5,23.184171434981828,4.250634602157993e-07,4.5016891259947003e-07
0.5,23.41319134915314,4.147285854884739e-07,4.389537400433595e-07
0.5,23.644473587912337,4.0462892500509555e-07,4.280049646320263e-07
0.5,23.878040499152437,3.94759743390846e-07,4.173167319411166e-07
0.5,24.113914651525356,3.8511637517920065e-07,4.0688329828170426e-07
0.5,24.35211883662269,3.756942249623195e-07,3.966990293298676e-07
0.5,24.592676071177884,3.664887674668186e-07,3.86758398739783e-07
0.5,24.835609599290336,3.574955475595382e-07,3.770559867426579e-07
0.5,25.08094289467132,3.487101801872771e-07,3.675864787332725e-07
0.5,25.328699662912186,3.4012835025474115e-07,3.583446638462675e-07
0.5,25.578903843774935,3.3174581244432817e-07,3.4932543352377693e-07
