a_star,radius_rg,zero_torque_flux,stressed_flux_delta_eta_0p02
-0.5,59.270386142449695,2.9752091352508017e-08,3.2183722216049845e-08
-0.5,59.74003145239145,2.9147203857047373e-08,3.151152520159841e-08
-0.5,60.213398126938735,2.8554077171797737e-08,3.085296096069271e-08
-0.5,60.69051565335416,2.7972498533165247e-08,3.020776434869986e-08
-0.5,61.17141375255056,2.740225853695792e-08,2.9575675057801623e-08
-0.5,61.65612238094292,2.6843151101449205e-08,2.8956437537955934e-08
-0.5,62.144671732313924,2.629497343024734e-08,2.8349800918880103e-08
-0.5,62.63709223969521,2.5757525974996344e-08,2.775551893304572e-08
-0.5,63.1334145772629,2.5230612397942714e-08,2.7173349839684817e-08
-0.5,63.63366966224846,2.4714039534394954e-08,2.6603056349800683e-08
-0.5,64.13788865686459,2.4207617355102183e-08,2.6044405552177097e-08
-0.5,64.64610297024642,2.3711158928576684e-08,2.549716884037912e-08
-0.5,65.15834426040804,2.3224480383391806e-08,2.496112184074625e-08
-0.5,65.6746444362146,2.2747400870469866e-08,2.443604434136281e-08
-0.5,66.19503565936998,2.2279742525386948e-08,2.392172022200358e-08
-0.5,66.71955034642009,2.1821330430718907e-08,2.3417937385050995e-08
-0.5,67.24822117077258,2.1371992578440363e-08,2.2924487687368498e-08
-0.5,67.78108106473158,2.093155983240625e-08,2.2441166873133304e-08
-0.5,68.31816322154977,2.0499865890928532e-08,2.19677745076155e-08
-0.5,68.85950109749541,2.0076747249464855e-08,2.1504113911895602e-08
-0.5,69.40512841393712,1.9662043163436868e-08,2.1049992098514012e-08
-0.5,69.9550791594438,1.9255595611199308e-08,2.0605219708050317e-08
-0.5,70.50938759190235,1.8857249257164174e-08,2.0169610946613902e-08
-0.5,71.06808824065152,1.846685141510263e-08,1.974298352424667e-08
-0.5,71.63121590863278,1.8084252011635327e-08,1.9325158594227097e-08
-0.5,72.19880567455839,1.7709303549923413e-08,1.8915960693267247e-08
-0.5,72.77089289509642,1.7341861073569605e-08,1.851521768259199e-08
-0.5,73.34751320707338,1.6981782130747926e-08,1.812276068989953e-08
-0.5,73.92870252969396,1.66289267385635e-08,1.773842405218571e-08
-0.5,74.5144970667787,1.6283157347659424e-08,1.7362045259430718e-08
-0.5,75.10493330901896,1.5944338807074296e-08,1.6993464899133978e-08
-0.5,75.70004803625045,1.5612338329364662e-08,1.6632526601694154e-08
-0.5,76.29987831974384,1.5287025455996542e-08,1.6279076986621678e-08
-0.5,76.90446152451442,1.496827202301427e-08,1.5932965609575668e-08
-0.5,77.51383531164949,1.465595212699364e-08,1.5594044910216504e-08
-0.5,78.12803764065437,1.4349942091290327e-08,1.5262170160869565e-08
-0.5,78.74710677181707,1.405012043257936e-08,1.4937199415981114e-08
-0.5,79.37108126859155,1.3756367827702273e-08,1.4618993462368422e-08
-0.5,80.0,1.3464852626664865e-08,1.4303701316093021e-08
0.0,6.0,0.0,9.37829495996986e-06
0.0,6.052204404847996,3.9721150003452364e-09,9.02436981226497e-06
