spin_true,inclination_deg,conditions,mean_bias_mean,mean_abs_bias,max_abs_bias,mean_rmse,mean_coverage_68,mean_coverage_95,mean_chi2_per_dof,failed_conditions
-0.5,40.0,6,0.9865599847178732,0.9865599847178732,1.4240857640567128,0.986655701461677,0.0,0.0,108.168248009437,0
-0.5,70.0,6,1.1323266377849512,1.1323266377849512,1.4979999999999996,1.1323818755389263,0.0,0.0,118.27605301930106,0
0.0,40.0,6,0.7084526359518183,0.7084526359518183,0.9979999999999976,0.7085359731189168,0.0,0.0,108.43166359099898,0
0.0,70.0,6,0.7544328872601134,0.7544328872601134,0.9980000000000001,0.7544899289318749,0.0,0.0,124.85322729325135,0
0.5,40.0,6,0.3678172238218788,0.3678172238218788,0.49800000000000005,0.3679414396450089,0.0,0.0,114.25570386827228,0
0.5,70.0,6,0.36654245979728284,0.36654245979728284,0.49800000000000005,0.3666341858798376,0.0,0.0,143.1951175627486,0
0.9,40.0,6,0.07178243003973844,0.07178243003973844,0.098,0.0722390696651408,0.05333333333333334,0.3183333333333333,136.52902067094286,0
0.9,70.0,6,0.07187744662088079,0.07187744662088079,0.098,0.0722573550276618,0.06,0.3283333333333333,166.22541618064346,0
