a_star,inclination_deg,alpha,beta,emission_radius,redshift,emission_mu
0.0,40.0,68.25,-26.25,76.08771586947759,1.050383537588136,0.805468764935965
0.0,40.0,71.75,-26.25,79.34151972405806,1.0503054794507836,0.8039745725755475
0.0,40.0,-71.75,-22.75,77.33867317664102,0.9191788221676822,0.7050020178557043
0.0,40.0,-68.25,-22.75,74.02107527399714,0.9174091518290457,0.7048503360401923
0.0,40.0,-64.75,-22.75,70.72599313916712,0.9155621189762614,0.7047587053212507
0.0,40.0,-61.25,-22.75,67.45651957810426,0.9136378341544428,0.704750291087027
0.0,40.0,-57.75,-22.75,64.21630587296002,0.9116385999714437,0.7048552817762337
0.0,40.0,-54.25,-22.75,61.00968523412351,0.9095699716568476,0.7051131515398026
0.0,40.0,-50.75,-22.75,57.841828063845405,0.9074422720247693,0.7055756851451062
0.0,40.0,-47.25,-22.75,54.718938304397895,0.905272753263238,0.7063110069364303
0.0,40.0,-43.75,-22.75,51.64850331124422,0.9030886765141254,0.7074088960624967
0.0,40.0,-40.25,-22.75,48.63961414254433,0.9009316846761113,0.7089876691086628
0.0,40.0,-36.75,-22.75,45.703379764037564,0.8988639742326995,0.7112027834470593
0.0,40.0,-33.25,-22.75,42.853468602466386,0.8969769126985099,0.7142568827284604
0.0,40.0,-29.75,-22.75,40.10682576105123,0.8954028430446673,0.7184099089405426
0.0,40.0,-26.25,-22.75,37.48463451192713,0.8943307047965076,0.7239854718572527
0.0,40.0,-22.75,-22.75,35.01360994839927,0.8940253748392756,0.7313648624394117
0.0,40.0,-19.25,-22.75,32.72769913529217,0.894848332291407,0.7409519257025826
0.0,40.0,-15.75,-22.75,30.670117543822773,0.8972714324576911,0.7530816347768068
0.0,40.0,-12.25,-22.75,28.89516099467163,0.9018634516358714,0.7678419746948723
0.0,40.0,-8.75,-22.75,27.468145742617484,0.9092110963636932,0.7848095593698128
0.0,40.0,-5.25,-22.75,26.46043821424665,0.9197301282466728,0.8028023422550935
0.0,40.0,-1.75,-22.75,25.936764927487996,0.933377720809812,0.8199034322049338
0.0,40.0,1.75,-22.75,25.936764927487996,0.9494233957651016,0.8339983732717426
0.0,40.0,5.25,-22.75,26.46043821424665,0.9665305041886139,0.8436528594565181
0.0,40.0,8.75,-22.75,27.468145742617484,0.9831975505285344,0.8486729203919897
0.0,40.0,12.25,-22.75,28.89516099467163,0.998254399391128,0.8499087393839788
0.0,40.0,15.75,-22.75,30.670117543822773,1.011087477612104,0.8486076598436504
0.0,40.0,19.25,-22.75,32.72769913529217,1.021572005126613,0.8458816059970223
0.0,40.0,22.75,-22.75,35.01360994839927,1.0298843467688599,0.8425054196459713
0.0,40.0,26.25,-22.75,37.48463451192713,1.0363333612935854,0.8389405547115452
0.0,40.0,29.75,-22.75,40.10682576105123,1.0412540700084996,0.835430943099495
0.0,40.0,33.25,-22.75,42.853468602466386,1.0449547505692909,0.8320906727560163
0.0,40.0,36.75,-22.75,45.703379764037564,1.0476971910667505,0.8289632022825283
0.0,40.0,40.25,-22.75,48.63961414254433,1.049694094449149,0.8260561615925198
0.0,40.0,43.75,-22.75,51.64850331124422,1.0511139547611907,0.8233602986183258
0.0,40.0,47.25,-22.75,54.718938304397895,1.0520883288750305,0.8208593092801367
0.0,40.0,50.75,-22.75,57.841828063845405,1.0527191391149455,0.8185347440218427
0.0,40.0,54.25,-22.75,61.00968523412351,1.0530850719685105,0.8163683466623666
0.0,40.0,57.75,-22.75,64.21630587296002,1.0532468282554972,0.8143430850045265
0.0,40.0,61.25,-22.75,67.45651957810426,1.0532512797073914,0.8124435287298882
0.0,40.0,64.75,-22.75,70.72599313916712,1.0531346938334964,0.8106559106932979
0.0,40.0,68.25,-22.75,74.02107527399714,1.0529252079183877,0.8089680434807364
0.0,40.0,71.75,-22.75,77.33867317664102,1.052644716142295,0.8073691767781848
0.0,40.0,-75.25,-19.25,78.96724539355776,0.9186109229856758,0.7048504378655015
0.0,40.0,-71.75,-19.25,75.57793829290986,0.9166996096326506,0.7044291386699287
0.0,40.0,-68.25,-19.25,72.20347532969423,0.9146802495401786,0.7040194281131572
0.0,40.0,-64.75,-19.25,68.84591564340715,0.9125455318475161,0.7036341004946292
0.0,40.0,-61.25,-19.25,65.50770070003644,0.9102883055187926,0.7032904328175454
0.0,40.0,-57.75,-19.25,62.19174321079725,0.9079020300732547,0.7030118050205173
0.0,40.0,-54.25,-19.25,58.9015407708684,0.9053814933308275,0.7028299595044951
0.0,40.0,-50.75,-19.25,55.641322168836304,0.9027239394423431,0.7027881710735869
0.0,40.0,-47.25,-19.25,52.416237235852506,0.8999308283264509,0.7029457153363085
0.0,40.0,-43.75,-19.25,49.23260526218891,0.8970105686272835,0.7033841829574475
0.0,40.0,-40.25,-19.25,46.09824308594418,0.8939827538011257,0.7042163897700547
0.0,40.0,-36.75,-19.25,43.022903150077354,0.890884718889681,0.7055988465712301
0.0,40.0,-33.25,-19.25,40.01886622679545,0.8877816685792286,0.7077488606860871
0.0,40.0,-29.75,-19.25,37.10175715978166,0.884782250766532,0.7109669874797753
0.0,40.0,-26.25,-19.25,34.291691525308515,0.8820622607836893,0.7156638292459698
0.0,40.0,-22.75,-19.25,31.61492498030481,0.8798999326378407,0.7223849788368463
0.0,40.0,-19.25,-19.25,29.10626123543852,0.8787259815146968,0.7318149838122974
0.0,40.0,-15.75,-19.25,26.8125008057698,0.8791867159400948,0.7447143252827959
0.0,40.0,-12.25,-19.25,24.796847023789116,0.8821993979202102,0.7617019857766256
0.0,40.0,-8.75,-19.25,23.142571408419148,0.8889269245831437,0.7827774453804052
0.0,40.0,-5.25,-19.25,21.950480550693353,0.9005121778608519,0.8066161169682062
0.0,40.0,-1.75,-19.25,21.321334273370805,0.9174197705505289,0.83014490380393
0.0,40.0,1.75,-19.25,21.321334273370805,0.9386439283836701,0.849349990753538
0.0,40.0,5.25,-19.25,21.950480550693353,0.9616669716207095,0.8613943237368771
0.0,40.0,8.75,-19.25,23.142571408419148,0.9835993975242795,0.8661447891600528
0.0,40.0,12.25,-19.25,24.796847023789116,1.0024718611057777,0.8655467336405077
0.0,40.0,15.75,-19.25,26.8125008057698,1.0175942365800386,0.8619522924616171
0.0,40.0,19.25,-19.25,29.10626123543852,1.0291595533070677,0.8570981144149613
0.0,40.0,22.75,-19.25,31.61492498030481,1.0377409634055166,0.8519701571523718
0.0,40.0,26.25,-19.25,34.291691525308515,1.043975758313459,0.8470328252914534
0.0,40.0,29.75,-19.25,37.10175715978166,1.048427734235507,0.8424643545390846
0.0,40.0,33.25,-19.25,40.01886622679545,1.0515494110655148,0.8383062232269174
0.0,40.0,36.75,-19.25,43.022903150077354,1.0536870259574496,0.8345415903970758
0.0,40.0,40.25,-19.25,46.09824308594418,1.0550991788520192,0.8311325150527559
0.0,40.0,43.75,-19.25,49.23260526218891,1.0559768310862045,0.8280363983807056
0.0,40.0,47.25,-19.25,52.416237235852506,1.0564604235260266,0.8252126772021314
0.0,40.0,50.75,-19.25,55.641322168836304,1.0566532622954667,0.8226251473139317
0.0,40.0,54.25,-19.25,58.9015407708684,1.0566315404575128,0.8202424152263595
0.0,40.0,57.75,-19.25,62.19174321079725,1.056451679733146,0.8180376050334763
0.0,40.0,61.25,-19.25,65.50770070003644,1.056155654864608,0.8159878174081341
0.0,40.0,64.75,-19.25,68.84591564340715,1.055774841928504,0.8140735506328196
0.0,40.0,68.25,-19.25,72.20347532969423,1.0553328016896972,0.8122781659362815
0.0,40.0,71.75,-19.25,75.57793829290986,1.0548472990957793,0.8105874231015646
0.0,40.0,75.25,-19.25,78.96724539355776,1.054331775421406,0.8089890888145663
0.0,40.0,-75.25,-15.75,77.50432887038131,0.9165866298682679,0.7046317571118698
0.0,40.0,-71.75,-15.75,74.07138897279481,0.9144742478955985,0.703986726219275
0.0,40.0,-68.25,-15.75,70.64864077067264,0.9122222050744647,0.703320646643212
0.0,40.0,-64.75,-15.75,67.23755832817379,0.9098166924174172,0.7026401470478059
0.0,40.0,-61.25,-15.75,63.83990470086326,0.9072424363236318,0.7019549737444594
0.0,40.0,-57.75,-15.75,60.4578040924249,0.9044826826840937,0.7012793008231988
0.0,40.0,-54.25,-15.75,57.0938359832692,0.9015193043453396,0.7006336341008114
0.0,40.0,-50.75,-15.75,53.751159148617155,0.898333134265292,0.7000476059921126
0.0,40.0,-47.25,-15.75,50.433676706598504,0.8949047000140576,0.6995641234494052
0.0,40.0,-43.75,-15.75,47.14625837276671,0.8912156626431159,0.699245585479015
0.0,40.0,-40.25,-15.75,43.89504328584605,0.8872514840147393,0.6991832958831191
0.0,40.0,-36.75,-15.75,40.687858353539475,0.8830062364769123,0.6995118194074958
0.0,40.0,-33.25,-15.75,37.53480540441755,0.878491158786226,0.7004309523685
0.0,40.0,-29.75,-15.75,34.449101528971084,0.8737497910169326,0.7022391854299496
0.0,40.0,-26.25,-15.75,31.448312658886262,0.86888470438321,0.7053836059138039
0.0,40.0,-22.75,-15.75,28.55622554301445,0.8641046452501442,0.7105302578849167
0.0,40.0,-19.25,-15.75,25.805804083051893,0.8598070890452408,0.7186498534278042
0.0,40.0,-15.75,-15.75,23.24401855503808,0.8567188864092206,0.7310791073012348
0.0,40.0,-12.25,-15.75,20.93964546670684,0.8561153610716788,0.7494204000980559
0.0,40.0,-8.75,-15.75,18.99407692773097,0.8600698855710628,0.7749476614675908
0.0,40.0,-5.25,-15.75,17.548540582741836,0.8713948911096597,0.80706933295383
0.0,40.0,-1.75,-15.75,16.766043626368223,0.8923996928130241,0.8412447349116532
0.0,40.0,1.75,-15.75,16.766043626368223,0.9221581686588202,0.8692973679704553
0.0,40.0,5.25,-15.75,17.548540582741836,0.9553238557780726,0.8848027397267155
0.0,40.0,8.75,-15.75,18.99407692773097,0.9855747611822395,0.8880311579244914
0.0,40.0,12.25,-15.75,20.93964546670684,1.0095531668567408,0.8837357354258394
0.0,40.0,15.75,-15.75,23.24401855503808,1.0270249465603347,0.8764093952152971
0.0,40.0,19.25,-15.75,25.805804083051893,1.0391744041446758,0.868569871939265
0.0,40.0,22.75,-15.75,28.55622554301445,1.0473953931249644,0.8612453629029146
0.0,40.0,26.25,-15.75,31.448312658886262,1.052845148250522,0.8547275644229393
0.0,40.0,29.75,-15.75,34.449101528971084,1.0563755082475978,0.8490168284407246
0.0,40.0,33.25,-15.75,37.53480540441755,1.0585835005750055,0.8440206165464226
0.0,40.0,36.75,-15.75,40.687858353539475,1.059879739312684,0.8396298623641069
0.0,40.0,40.25,-15.75,43.89504328584605,1.0605453823115591,0.835744576591658
0.0,40.0,43.75,-15.75,47.14625837276671,1.0607734899227625,0.8322802337448234
0.0,40.0,47.25,-15.75,50.433676706598504,1.0606974794857384,0.8291675107637471
0.0,40.0,50.75,-15.75,53.751159148617155,1.0604102849870958,0.8263501067248913
0.0,40.0,54.25,-15.75,57.0938359832692,1.0599771792294168,0.8237823189895319
0.0,40.0,57.75,-15.75,60.4578040924249,1.0594443707853067,0.8214269016191742
0.0,40.0,61.25,-15.75,63.83990470086326,1.0588448037942415,0.8192533182847144
0.0,40.0,64.75,-15.75,67.23755832817379,1.0582021037701252,0.8172363598031346
0.0,40.0,68.25,-15.75,70.64864077067264,1.0575332879899733,0.8153550657047588
0.0,40.0,71.75,-15.75,74.07138897279481,1.0568506458676135,0.8135918840789576
0.0,40.0,75.25,-15.75,77.50432887038131,1.0561630565700753,0.8119320161309497
0.0,40.0,-78.75,-12.25,79.76917327925398,0.916986801410511,0.7053943366552358
0.0,40.0,-75.25,-12.25,76.29678959971177,0.9148507226438138,0.704591229009139
0.0,40.0,-71.75,-12.25,72.8297938728559,0.9125635217685142,0.7037355227811156
0.0,40.0,-68.25,-12.25,69.36895934855973,0.910107705270559,0.70282623151004
0.0,40.0,-64.75,-12.25,65.91521076620835,0.9074630449534911,0.7018632279259757
0.0,40.0,-61.25,-12.25,62.4696626615902,0.904606065233124,0.7008477574246629
0.0,40.0,-57.75,-12.25,59.0336697155523,0.901509432466549,0.6997832207161534
0.0,40.0,-54.25,-12.25,55.60889362110813,0.8981412372463086,0.698676377396474
0.0,40.0,-50.75,-12.25,52.197393059363414,0.8944641721858055,0.6975392146686941
0.0,40.0,-47.25,-12.25,48.80174638664059,0.8904346351530711,0.696391884928838
0.0,40.0,-43.75,-12.25,45.42522136011242,0.8860018488785959,0.6952673892916403
0.0,40.0,-40.25,-12.25,42.07201375428686,0.8811072187128717,0.6942191625229883
0.0,40.0,-36.75,-12.25,38.74758871985882,0.875684426945147,0.6933335680398742
0.0,40.0,-33.25,-12.25,35.4591789062435,0.8696613498428091,0.6927508460827357
0.0,40.0,-29.75,-12.25,32.21652845878345,0.8629661465059317,0.6927008194226854
0.0,40.0,-26.25,-12.25,29.033036346319154,0.8555426329960404,0.6935645493332415
0.0,40.0,-22.75,-12.25,25.927580751245454,0.8473862608743432,0.6959811561111227
0.0,40.0,-19.25,-12.25,22.927584384947263,0.8386263193848599,0.7010293122022027
0.0,40.0,-15.75,-12.25,20.074526721850116,0.8297134347021577,0.7105125663024061
0.0,40.0,-12.25,-12.25,17.434557952446916,0.8218460015398152,0.7273020737373959
0.0,40.0,-8.75,-12.25,15.119020259802511,0.8178844738480278,0.7553124396572544
0.0,40.0,-5.25,-12.25,13.315797677804257,0.8237891657033845,0.7975794531708472
0.0,40.0,-1.75,-12.25,12.295518579720031,0.8482076068594746,0.850047629343725
0.0,40.0,1.75,-12.25,12.295518579720031,0.8936971049416536,0.8956358081010024
0.0,40.0,5.25,-12.25,13.315797677804257,0.9468750928887171,0.9167492730527124
0.0,40.0,8.75,-12.25,15.119020259802511,0.9911104196065345,0.9152857804974479
0.0,40.0,12.25,-12.25,17.434557952446916,1.0213894932907857,0.9038903823491898
0.0,40.0,15.75,-12.25,20.074526721850116,1.0403778505369665,0.8909118565430395
0.0,40.0,19.25,-12.25,22.927584384947263,1.051860122790976,0.8792769334427291
0.0,40.0,22.75,-12.25,25.927580751245454,1.058651042594429,0.8694986106841948
0.0,40.0,26.25,-12.25,29.033036346319154,1.0625470536551878,0.8613772592874803
0.0,40.0,29.75,-12.25,32.21652845878345,1.0646478485617232,0.8545902293865191
0.0,40.0,33.25,-12.25,35.4591789062435,1.065624042114679,0.8488499079722012
0.0,40.0,36.75,-12.25,38.74758871985882,1.0658889030196657,0.8439302259180456
0.0,40.0,40.25,-12.25,42.07201375428686,1.0657011070761406,0.839659594589373
0.0,40.0,43.75,-12.25,45.42522136011242,1.0652252736698904,0.8359084080573069
0.0,40.0,47.25,-12.25,48.80174638664059,1.0645678166241945,0.8325781131885741
0.0,40.0,50.75,-12.25,52.197393059363414,1.0637984716444655,0.829592926749999
0.0,40.0,54.25,-12.25,55.60889362110813,1.0629634488679363,0.826893834690101
0.0,40.0,57.75,-12.25,59.0336697155523,1.0620936172379412,0.8244342936482963
0.0,40.0,61.25,-12.25,62.4696626615902,1.0612096903086154,0.8221771444992964
0.0,40.0,64.75,-12.25,65.91521076620835,1.0603255693073452,0.8200923782682993
0.0,40.0,68.25,-12.25,69.36895934855973,1.059450533188551,0.818155501156704
0.0,40.0,71.75,-12.25,72.8297938728559,1.0585906947004784,0.8163463234894
0.0,40.0,75.25,-12.25,76.29678959971177,1.0577499815955669,0.8146480524855868
0.0,40.0,78.75,-12.25,79.76917327925398,1.0569308058079376,0.8130466038404945
0.0,40.0,-78.75,-8.75,78.84514497761364,0.9157057274510412,0.7057444428361733
0.0,40.0,-75.25,-8.75,75.35231486598994,0.913450024971954,0.7047781669479241
0.0,40.0,-71.75,-8.75,71.86208424746582,0.911023669611572,0.7037344762887024
0.0,40.0,-68.25,-8.75,68.37483894149973,0.9084048108414481,0.702607169344101
0.0,40.0,-64.75,-8.75,64.8910428553632,0.9055676224494289,0.7013894941563277
0.0,40.0,-61.25,-8.75,61.411258603986646,0.9024813550569385,0.7000741932530318
0.0,40.0,-57.75,-8.75,57.93617492239503,0.8991091078334976,0.6986536333716439
0.0,40.0,-54.25,-8.75,54.46664369154996,0.8954062202008879,0.697120085959932
0.0,40.0,-50.75,-8.75,51.00373062945081,0.891318143837071,0.695466275732458
0.0,40.0,-47.25,-8.75,47.54878580241766,0.8867775972192631,0.6936864074738356
0.0,40.0,-43.75,-8.75,44.103543601324276,0.8817007220989042,0.6917780512058235
0.0,40.0,-40.25,-8.75,40.67026721914641,0.8759818439786226,0.6897455966706617
0.0,40.0,-36.75,-8.75,37.25196220667983,0.869486282592625,0.6876066324578273
0.0,40.0,-33.25,-8.75,33.852700206754015,0.8620404765380358,0.6854039134721678
0.0,40.0,-29.75,-8.75,30.478124089258223,0.853418568039629,0.6832283219005576
0.0,40.0,-26.25,-8.75,27.13626369446682,0.8433248937525016,0.6812641544797993
0.0,40.0,-22.75,-8.75,23.83891058090236,0.8313738148425609,0.6798812627587658
0.0,40.0,-19.25,-8.75,20.604070678672343,0.8170765725759,0.6798283142634933
0.0,40.0,-15.75,-8.75,17.460714084828904,0.799876836826451,0.6826463363040275
0.0,40.0,-12.25,-8.75,14.459140516235156,0.779404866420367,0.6915385710744872
0.0,40.0,-8.75,-8.75,11.697015722680614,0.7566624877380969,0.7129619091359763
0.0,40.0,-5.25,-8.75,9.387119965435353,0.7389147093399087,0.7579934961478729
0.0,40.0,-1.75,-8.75,7.967899644921217,0.752721487409192,0.8362178029828242
0.0,40.0,1.75,-8.75,7.967899644921217,0.8320585647855147,0.9243554178223509
0.0,40.0,5.25,-8.75,9.387119965435353,0.9355781679751989,0.9597348076839011
0.0,40.0,8.75,-8.75,11.697015722680614,1.0044978787624033,0.946483718925113
0.0,40.0,12.25,-8.75,14.459140516235156,1.0402371532798111,0.9229659007154937
0.0,40.0,15.75,-8.75,17.460714084828904,1.0578683692399056,0.9028264519056479
0.0,40.0,19.25,-8.75,20.604070678672343,1.0664684792968753,0.8873286700778558
0.0,40.0,22.75,-8.75,23.83891058090236,1.0704871585633167,0.8754234835612388
0.0,40.0,26.25,-8.75,27.13626369446682,1.0720979837360998,0.8660741925446156
0.0,40.0,29.75,-8.75,30.478124089258223,1.0724035336907778,0.8585429168793935
0.0,40.0,33.25,-8.75,33.852700206754015,1.0719877112873246,0.8523318713074205
0.0,40.0,36.75,-8.75,37.25196220667983,1.0711720464092616,0.8471036500060815
0.0,40.0,40.25,-8.75,40.67026721914641,1.0701394315564667,0.8426247254021065
0.0,40.0,43.75,-8.75,44.103543601324276,1.0689965498903071,0.8387294367508886
0.0,40.0,47.25,-8.75,47.54878580241766,1.0678067258557755,0.8352973889485188
0.0,40.0,50.75,-8.75,51.00373062945081,1.066607884348169,0.8322391035384257
0.0,40.0,54.25,-8.75,54.46664369154996,1.0654227067776836,0.8294867203020864
0.0,40.0,57.75,-8.75,57.93617492239503,1.0642645472248533,0.8269878330772805
0.0,40.0,61.25,-8.75,61.411258603986646,1.0631409685814563,0.8247013101416956
0.0,40.0,64.75,-8.75,64.8910428553632,1.0620559032235666,0.8225943974375238
0.0,40.0,68.25,-8.75,68.37483894149973,1.0610109983004705,0.8206406717158683
0.0,40.0,71.75,-8.75,71.86208424746582,1.0600064664128395,0.8188185668345256
0.0,40.0,75.25,-8.75,75.35231486598994,1.0590416301843921,0.8171102944201175
0.0,40.0,78.75,-8.75,78.84514497761364,1.058115274172156,0.8155010417001013
0.0,40.0,-78.75,-5.25,78.17885914492771,0.9147612291400867,0.7063385750953622
0.0,40.0,-75.25,-5.25,74.67647374549733,0.9124237308823779,0.7052366563430224
0.0,40.0,-71.75,-5.25,71.17483827671903,0.9099020983922548,0.7040366366943444
0.0,40.0,-68.25,-5.25,67.67407094510178,0.9071713814987825,0.7027278663430357
0.0,40.0,-64.75,-5.25,64.17431438512635,0.9042017322013024,0.7012978914912812
0.0,40.0,-61.25,-5.25,60.67574231271016,0.9009571152869655,0.6997320559356974
0.0,40.0,-57.75,-5.25,57.178568417736756,0.897393583796031,0.698012996360934
0.0,40.0,-54.25,-5.25,53.68305854384306,0.8934569367165984,0.6961199979247691
0.0,40.0,-50.75,-5.25,50.189547507457505,0.8890794821495982,0.6940281696312298
0.0,40.0,-47.25,-5.25,46.6984629265377,0.8841754779625767,0.6917073853460839
0.0,40.0,-43.75,-5.25,43.21035953899744,0.8786345690850718,0.6891209297449827
0.0,40.0,-40.25,-5.25,39.72596987582186,0.8723121075450656,0.6862237889587786
0.0,40.0,-36.75,-5.25,36.246281082263316,0.8650144703730482,0.6829605642662054
0.0,40.0,-33.25,-5.25,32.77265500622764,0.8564760626228455,0.6792631318454293
0.0,40.0,-29.75,-5.25,29.307022713107205,0.846321921311582,0.6750486160812635
0.0,40.0,-26.25,-5.25,25.85221315461027,0.8340041570272133,0.6702195265679541
0.0,40.0,-22.75,-5.25,22.4125380519173,0.8186880657151767,0.6646715797346788
0.0,40.0,-19.25,-5.25,18.994903867551823,0.7990345157977554,0.6583253198814151
0.0,40.0,-15.75,-5.25,15.611128604213587,0.7727499433270698,0.6512278225912268
0.0,40.0,-12.25,-5.25,12.283499828000165,0.7355618363715121,0.6438433568915596
0.0,40.0,-8.75,-5.25,9.061647361579501,0.678642041454327,0.6376079100175377
0.0,40.0,-5.25,-5.25,6.094052229590771,0.5824693992303097,0.632089633928529
0.0,40.0,-1.75,-5.25,28.634057384709518,0.9402040955007787,0.17791314093510402
0.0,40.0,1.75,-5.25,28.634057384709518,0.9541249116489937,0.18054735209963838
0.0,40.0,5.25,-5.25,6.094052229590771,0.9197823541185313,0.9981380863560564
0.0,40.0,8.75,-5.25,9.061647361579501,1.0316118107442167,0.9692353411946633
0.0,40.0,12.25,-5.25,12.283499828000165,1.0652328485346194,0.9324071195086951
0.0,40.0,15.75,-5.25,15.611128604213587,1.0765424625600564,0.9072461407134003
0.0,40.0,19.25,-5.25,18.994903867551823,1.080131377465965,0.8899212994250887
0.0,40.0,22.75,-5.25,22.4125380519173,1.0806449698445093,0.8773475873395392
0.0,40.0,26.25,-5.25,25.85221315461027,1.079833993270178,0.8677724465082096
0.0,40.0,29.75,-5.25,29.307022713107205,1.0784409798726053,0.8601928801041933
0.0,40.0,33.25,-5.25,32.77265500622764,1.0768072775495952,0.8540057517805733
0.0,40.0,36.75,-5.25,36.246281082263316,1.0750981303444236,0.8488292981097944
0.0,40.0,40.25,-5.25,39.72596987582186,1.0733956228991028,0.8444106243928716
0.0,40.0,43.75,-5.25,43.21035953899744,1.071740390499885,0.8405755479386589
0.0,40.0,47.25,-5.25,46.6984629265377,1.0701515978864198,0.8372000605622768
0.0,40.0,50.75,-5.25,50.189547507457505,1.0686370133591379,0.8341933485953876
0.0,40.0,54.25,-5.25,53.68305854384306,1.067198297131048,0.8314872780710496
0.0,40.0,57.75,-5.25,57.178568417736756,1.0658338641539669,0.8290296505063485
0.0,40.0,61.25,-5.25,60.67574231271016,1.0645404684572088,0.8267797412122727
0.0,40.0,64.75,-5.25,64.17431438512635,1.0633140917727355,0.8247052665313529
0.0,40.0,68.25,-5.25,67.67407094510178,1.0621504435297857,0.8227802707839249
0.0,40.0,71.75,-5.25,71.17483827671903,1.061045239682788,0.820983623674181
0.0,40.0,75.25,-5.25,74.67647374549733,1.0599943536286331,0.8192979296720065
0.0,40.0,78.75,-5.25,78.17885914492771,1.0589938927620577,0.8177087237851141
0.0,40.0,-78.75,-1.75,77.77284214355315,0.9141770369350246,0.7072067063228288
0.0,40.0,-75.25,-1.75,74.27235951709969,0.9118003427077946,0.7060024931839727
0.0,40.0,-71.75,-1.75,70.77183494641561,0.909233361756397,0.7046851429377957
0.0,40.0,-68.25,-1.75,67.27126936933143,0.9064497329719731,0.7032408270654091
0.0,40.0,-64.75,-1.75,63.77066391536749,0.9034177714108964,0.7016530184869849
0.0,40.0,-61.25,-1.75,60.270019901244,0.9000990166999419,0.6999017740372183
0.0,40.0,-57.75,-1.75,56.76933892897947,0.8964462707539205,0.6979627678797212
0.0,40.0,-54.25,-1.75,53.26862291026048,0.8924008988681237,0.6958059695592302
0.0,40.0,-50.75,-1.75,49.76787418935365,0.8878890462243494,0.6933937980174676
0.0,40.0,-47.25,-1.75,46.26709563994892,0.8828162173462486,0.6906784893567343
0.0,40.0,-43.75,-1.75,42.76629081982698,0.8770593165326582,0.6875982466901832
0.0,40.0,-40.25,-1.75,39.26546418627551,0.8704546239668233,0.6840714435252099
0.0,40.0,-36.75,-1.75,35.76462135106332,0.8627790241658216,0.6799875966581821
0.0,40.0,-33.25,-1.75,32.26376946580716,0.8537195432990023,0.6751927288158195
0.0,40.0,-29.75,-1.75,28.76291770193525,0.8428215726194787,0.6694644518472354
0.0,40.0,-26.25,-1.75,25.262077914369783,0.8293957662435724,0.662466915771596
0.0,40.0,-22.75,-1.75,21.761265570078947,0.8123384485269597,0.6536628658353268
0.0,40.0,-19.25,-1.75,18.26050158589121,0.7897524324889909,0.642123678024887
0.0,40.0,-15.75,-1.75,14.759819294729672,0.7580432001853459,0.6260570290775114
0.0,40.0,-12.25,-1.75,11.259310568548315,0.7093558547996592,0.6013573380852592
0.0,40.0,-8.75,-1.75,7.759554720586415,0.6219723726650266,0.5552619277046916
0.0,40.0,-5.25,-1.75,9.60559698471421,0.7455063739112252,0.340398160044767
0.0,40.0,5.25,-1.75,9.60559698471421,0.9363398801531938,0.42753272612346427
0.0,40.0,8.75,-1.75,7.759554720586415,1.0600752108265754,0.946375483774956
0.0,40.0,12.25,-1.75,11.259310568548315,1.083329980809095,0.9183943843126581
0.0,40.0,15.75,-1.75,14.759819294729672,1.087899622423502,0.8984807269328111
0.0,40.0,19.25,-1.75,18.26050158589121,1.0877096941520858,0.8843836634108735
0.0,40.0,22.75,-1.75,21.761265570078947,1.0860031216835475,0.8738721084949601
0.0,40.0,26.25,-1.75,25.262077914369783,1.083808623903595,0.8656752127104753
0.0,40.0,29.75,-1.75,28.76291770193525,1.0815072156416383,0.8590556516465059
0.0,40.0,33.25,-1.75,32.26376946580716,1.0792502511806852,0.8535612519234886
0.0,40.0,36.75,-1.75,35.76462135106332,1.07709742263149,0.8488997382499452
0.0,40.0,40.25,-1.75,39.26546418627551,1.0750691056215056,0.8448735347287785
0.0,40.0,43.75,-1.75,42.76629081982698,1.0731682095032904,0.841343983637655
0.0,40.0,47.25,-1.75,46.26709563994892,1.071389923970224,0.8382106713265683
0.0,40.0,50.75,-1.75,49.76787418935365,1.0697262600863973,0.83539892453286
0.0,40.0,54.25,-1.75,53.26862291026048,1.0681682137013226,0.8328519396713799
0.0,40.0,57.75,-1.75,56.76933892897947,1.0667067941638881,0.8305256554244809
0.0,40.0,61.25,-1.75,60.270019901244,1.0653334947245434,0.8283853099103444
0.0,40.0,64.75,-1.75,63.77066391536749,1.064040483687131,0.8264030671053301
0.0,40.0,68.25,-1.75,67.27126936933143,1.0628206559730569,0.8245563432162244
0.0,40.0,71.75,-1.75,70.77183494641561,1.0616676162140395,0.8228266002459579
0.0,40.0,75.25,-1.75,74.27235951709969,1.0605756306870728,0.8211984624304931
0.0,40.0,78.75,-1.75,77.77284214355315,1.0595395669970478,0.819659056310289
0.0,40.0,-78.75,1.75,77.62721919409552,0.913966132980589,0.7083699128390428
0.0,40.0,-75.25,1.75,74.14033473201958,0.9115953075705844,0.70710066086284
0.0,40.0,-71.75,1.75,70.65373114496738,0.9090360227043608,0.7057098851149421
0.0,40.0,-68.25,1.75,67.16745819991877,0.9062624162726746,0.7041821777699411
0.0,40.0,-64.75,1.75,63.681576227295785,0.9032434653213868,0.7024990329654578
0.0,40.0,-61.25,1.75,60.19615904634672,0.8999415994551846,0.7006380002851751
0.0,40.0,-57.75,1.75,56.71129798840679,0.8963108348760845,0.6985715382163432
0.0,40.0,-54.25,1.75,53.227107379780946,0.8922942215152168,0.6962654358046941
0.0,40.0,-50.75,1.75,49.74373230471685,0.8878202861058396,0.6936765954456416
